res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway
5056,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-14-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"84-85, Shopping Complex, Sector 14, Gurgaon",Gurgaon,1,Sector 14,28.47347059,77.04784837,0,1,"Sector 14, Gurgaon","North Indian, Mithai, Fast Food, South Indian, Chinese",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating']",4.1,Very Good,1621,698,0,-1,-1
313316,Bikanervala,['Sweet Shop'],https://www.zomato.com/ncr/bikanervala-golf-course-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Suncity Business Tower, Golf Course Road, Gurgaon",Gurgaon,1,"Suncity Business Tower, Golf Course Road",28.43347064,77.10564192,,1,"Suncity Business Tower, Golf Course Road, Gurgaon","Mithai, Street Food, South Indian, North Indian, Chinese",8 AM to 11 PM (Mon-Sun),600,2,Rs.,"['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Breakfast', 'Sodexo', 'Air Conditioned', 'Wheelchair Accessible', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4,Very Good,1002,647,0,-1,-1
309974,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-50-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"16-17, Ground Floor, Good Earth City Center, Sector 50, Gurgaon",Gurgaon,1,"Good Earth City Center, Sector 50",28.42178079,77.05316015,,1,"Good Earth City Center, Sector 50, Gurgaon","North Indian, Mithai, Fast Food, South Indian, Chinese",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'Breakfast', 'Credit Card', 'Lunch', 'Mall Parking', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted', 'Indoor Seating', 'Desserts and Bakes']",4.1,Very Good,1087,309,0,1,-1
5057,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-23-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SCO 43, Shopping Complex, Huda Main Market, Sector 23, Gurgaon",Gurgaon,1,Sector 23,28.51080625,77.0484408,0,1,"Sector 23, Gurgaon","North Indian, Mithai, Fast Food, South Indian, Chinese",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.1,Very Good,1287,399,0,1,-1
6878,Bikanervala,['Sweet Shop'],https://www.zomato.com/ncr/bikanervala-sohna-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, ILD Trade Centre, Sohna Road, Gurgaon",Gurgaon,1,Sohna Road,28.42519763,77.03896053,0,1,"Sohna Road, Gurgaon","Mithai, Street Food, South Indian, North Indian, Chinese",10 AM to 10 PM,600,2,Rs.,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Sodexo', 'Ticket Restaurant', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Desserts and Bakes']",3.9,Good,962,489,0,1,-1
5003,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11-12, HUDA Market, Sector 4, Gurgaon",Gurgaon,1,Sector 4,28.47467363,77.00949647,0,1,"Sector 4, Gurgaon","Bakery, Mithai, North Indian, Chinese, Street Food",8am – 10:30pm (Mon-Sun),400,1,Rs.,"['Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Debit Card', 'Dinner', 'Delivery', 'Desserts and Bakes', 'Air Conditioned', 'Sodexo', 'Indoor Seating', 'Free Parking', 'Pure Veg', 'Ticket Restaurant']",4.2,Very Good,782,273,0,1,-1
1034,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-8-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop-773/775, Opposite Water Tank, Arjun Nagar, Sector 8, Gurgaon",Gurgaon,1,Sector 8,28.45969417,77.02148259,0,1,"Sector 8, Gurgaon","North Indian, South Indian, Street Food, Mithai",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.3,Very Good,784,73,0,1,-1
310453,Harish Phulwari,['Quick Bites'],https://www.zomato.com/ncr/harish-phulwari-sector-56-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"34-35, Near HDFC Bank, HUDA Market 2, Sector 56, Gurgaon",Gurgaon,1,Sector 56,28.42809925,77.09968943,,1,"Sector 56, Gurgaon","North Indian, South Indian, Fast Food",8 AM to 10:30 PM,500,2,Rs.,"['Cash', 'Debit Card', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Delivery', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",3.8,Good,622,418,0,-1,-1
18232128,Shri Ram Dhaba,['Quick Bites'],https://www.zomato.com/ncr/shri-ram-dhaba-sohna-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Omaxe City Center, Sohna Road, Gurgaon",Gurgaon,1,Sohna Road,28.41153228,77.04231128,,1,"Sohna Road, Gurgaon","North Indian, Street Food, Mithai",24 Hours,400,1,Rs.,"['Delivery', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Pure Veg', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating']",3.9,Good,585,222,0,-1,-1
9636,Haldiram's,['Quick Bites'],https://www.zomato.com/ncr/haldirams-sohna-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Omaxe City Centre, Sohna Road, Gurgaon",Gurgaon,1,Omaxe City Centre,28.41184369,77.04227708,0,1,"Omaxe City Centre, Gurgaon","Mithai, Street Food, Fast Food, North Indian, South Indian",9 AM to 10:30 PM,600,2,Rs.,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Mall Parking', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes', 'Digital Payments Accepted']",3.9,Good,583,375,0,1,-1
307070,Haldiram's,['Quick Bites'],https://www.zomato.com/ncr/haldirams-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"114, 115, 116, Cyber Hub, Sector 24, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.49565246,77.08879396,,1,"Cyber Hub, DLF Cyber City, Gurgaon","North Indian, Mithai, South Indian, Street Food, Chinese, Desserts",10:30 AM to 10 PM (Mon-Sun),450,1,Rs.,"['Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Air Conditioned', 'Desserts and Bakes', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating']",4,Very Good,564,578,0,-1,-1
18303698,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-sector-45-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 135, Huda Market Sector 46, Near Sector 45, Gurgaon",Gurgaon,1,Sector 45,28.43460367,77.05864325,,1,"Sector 45, Gurgaon","North Indian, Mithai, Fast Food, South Indian, Chinese",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.2,Very Good,695,60,0,1,-1
5172,Om Sweets & Snacks,['Sweet Shop'],https://www.zomato.com/ncr/om-sweets-snacks-sector-57-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Food Court, Hongkong Bazaar, Sector 57, Gurgaon",Gurgaon,1,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",28.42096401,77.09049918,0,1,"Hong Kong Bazaar Mall, Sector 57, Gurgaon, Gurgaon","North Indian, South Indian, Street Food, Mithai",8am – 10pm (Mon-Sun),500,2,Rs.,"['Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Mall Parking', 'Delivery', 'Breakfast', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Pure Veg']",4,Very Good,494,140,0,1,-1
303776,Rewari Sweets,['Sweet Shop'],https://www.zomato.com/ncr/rewari-sweets-sadar-bazar-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Post Office, Sadar Bazar, Gurgaon",Gurgaon,1,Sadar Bazar,28.46188509,77.03058735,,1,"Sadar Bazar, Gurgaon","Mithai, Street Food",8 AM to 9:30 PM,250,1,Rs.,"['Credit Card', 'Breakfast', 'Dinner', 'Debit Card', 'Lunch', 'Takeaway Available', 'Cash', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.9,Good,403,169,0,-1,-1
6303,Gulab,['Quick Bites'],https://www.zomato.com/ncr/gulab-sector-14-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SCF 77, Huda Market, Sector 14, Gurgaon",Gurgaon,1,Sector 14,28.4731128,77.04804651,0,1,"Sector 14, Gurgaon","North Indian, Chinese, Street Food, Mithai",8:30 AM to 10:30 PM,300,1,Rs.,"['Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Desserts and Bakes', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",3.7,Good,406,311,0,-1,-1
1096,Haldiram's,['Sweet Shop'],https://www.zomato.com/ncr/haldirams-1-mg-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",Gurgaon,1,"MGF Metropolitan Mall, MG Road",28.48074257,77.08028667,0,1,"MGF Metropolitan Mall, MG Road, Gurgaon","Mithai, Street Food, North Indian, South Indian, Chinese, Desserts",11 AM to 11 PM,600,2,Rs.,"['Mall Parking', 'Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Wheelchair Accessible', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg']",3.9,Good,353,356,0,1,-1
18528919,Ramesh Dhaba & Chinar Sweets,['Dhaba'],https://www.zomato.com/ncr/ramesh-dhaba-chinar-sweets-udyog-vihar-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 128, Phase 1, Udyog Vihar, Gurgaon",Gurgaon,1,Udyog Vihar,28.51134893,77.08040468,,1,"Udyog Vihar, Gurgaon","North Indian, Mithai",9 AM to 11 PM,200,1,Rs.,"['Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Debit Card', 'Breakfast', 'Dinner', 'Delivery', 'Pure Veg', 'Digital Payments Accepted', 'Indoor Seating']",3.2,Average,519,12,0,1,-1
18580396,Om Sweets & Snacks,['Sweet Shop'],https://www.zomato.com/ncr/om-sweets-snacks-sector-37-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SCO 25, Huda Market, Sector 10 A, Near Sector 37, Gurgaon",Gurgaon,1,Sector 37,28.44015368,77.00674452,,1,"Sector 37, Gurgaon","Mithai, North Indian, South Indian, Chinese, Fast Food",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,419,71,0,1,-1
18598012,Nandan Sweets,['Quick Bites'],https://www.zomato.com/ncr/nandan-sweets-sector-15-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 15, Mor Chowk, Civil Lines, Sector 15, Gurgaon",Gurgaon,1,Sector 15,28.45841048,77.03374632,,1,"Sector 15, Gurgaon","North Indian, Chinese, South Indian, Mithai",8am – 11pm (Mon-Sun),400,1,Rs.,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",3.6,Good,461,63,0,1,-1
4766,Cafe Delhi Heights,['Casual Dining'],https://www.zomato.com/ncr/cafe-delhi-heights-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cross Point Mall, 119-123, Ground Level, DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.46829134,77.08368637,0,1,"Cross Point Mall, DLF Phase 4, Gurgaon","Asian, Modern Indian, Continental, Cafe, Momos",10am – 12midnight (Mon-Sun),2000,4,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Breakfast', 'Debit Card', 'Valet Parking Available', 'Table booking recommended', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'All Day Breakfast', 'Live Music', 'Wheelchair Accessible', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Wifi']",4,Very Good,1879,1340,0,1,-1
18254537,Nowhere Terrace Brewpub Cafe,['Café'],https://www.zomato.com/ncr/nowhere-terrace-brewpub-cafe-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, CrossPoint Mall, Opposite Galleria Market DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.468322,77.08363708,122009,1,"Cross Point Mall, DLF Phase 4, Gurgaon","Cafe, European, Asian, North Indian, Chinese, Italian, Continental",9 AM to 12 Midnight,1600,3,Rs.,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'DJ', 'Live Sports Screening', 'Nightlife', 'Craft Beer', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Live Entertainment']",4.1,Very Good,1298,1905,0,-1,-1
18415341,IHOP,['Café'],https://www.zomato.com/ncr/ihop-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.49525379,77.08812743,122002,1,"Cyber Hub, DLF Cyber City, Gurgaon","Cafe, American, Desserts",8AM to 12Midnight (Mon-Sun),1800,3,Rs.,"['Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Kid Friendly', 'Table Reservation Not Required', 'Axis Bank - Dining Delights']",4.1,Very Good,2115,3497,0,-1,-1
18383472,Theobroma,['Bakery'],https://www.zomato.com/ncr/theobroma-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"K-1A, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.4952797,77.0881592,,1,"Cyber Hub, DLF Cyber City, Gurgaon","Bakery, Cafe",8 AM to 12 Midnight,750,2,Rs.,"['Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Outdoor Seating', 'Air Conditioned', 'Desserts and Bakes']",4.3,Very Good,1346,1727,0,-1,-1
8978,Di Ghent Cafe,['Café'],https://www.zomato.com/ncr/di-ghent-cafe-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"207, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.46837239,77.08307549,0,1,"Cross Point Mall, DLF Phase 4, Gurgaon","Cafe, Belgian",9AM to 11PM (Mon-Sun),1700,3,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned']",4.3,Very Good,2400,2366,0,-1,-1
307706,Another Fine Day,['Café'],https://www.zomato.com/ncr/another-fine-day-golf-course-road-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, MPD Towers, DLF Golf Course Road, Golf Course Road, Gurgaon",Gurgaon,1,Golf Course Road,28.45475537,77.09715776,,1,"Golf Course Road, Gurgaon","Cafe, Mediterranean, Continental, Salad","10am – 11pm (Mon-Sat),9am – 11pm (Sun)",800,2,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Board Games', 'Wine', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Valet Parking Available', 'Beer', 'Free Wifi', 'Digital Payments Accepted', 'All Day Breakfast']",4.2,Very Good,954,1550,0,-1,-1
5055,Roots - Cafe In The Park,['Café'],https://www.zomato.com/ncr/roots-cafe-in-the-park-sector-29-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Rajiv Gandhi Renewable Energy Park, Leisure Valley, Sector 29, Gurgaon",Gurgaon,1,Sector 29,28.46952392,77.06830893,0,1,"Sector 29, Gurgaon","Cafe, North Indian","8 AM to 8 PM (Tue-Sun), Mon Closed",750,2,Rs.,"['Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Smoking Area', 'Indoor Seating', 'Pet Friendly']",4.2,Very Good,2680,2413,0,-1,-1
4400,Binge,['Café'],https://www.zomato.com/ncr/binge-dlf-phase-1-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-4, Qutub Plaza, DLF Phase 1, Gurgaon",Gurgaon,1,"Qutab Plaza, DLF Phase 1",28.47143317,77.10195825,0,1,"Qutab Plaza, DLF Phase 1, Gurgaon","Cafe, Bakery, Desserts",10:30 AM to 10 PM,450,1,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required', 'Desserts and Bakes']",4,Very Good,1274,957,0,1,-1
5873,The Joint Cafe,['Café'],https://www.zomato.com/ncr/the-joint-cafe-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"100, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon,1,"DLF Galleria, DLF Phase 4",28.46758987,77.08147991,122009,1,"DLF Galleria, DLF Phase 4, Gurgaon","Cafe, Burger, Italian, American, Steak",9am – 12midnight (Mon-Sun),1400,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Table booking recommended', 'Wifi', 'All Day Breakfast']",4.2,Very Good,1520,1509,0,1,-1
18575144,Getafix,['Casual Dining'],https://www.zomato.com/ncr/getafix-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 14 & 15, Ground Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Gurgaon,1,"Cross Point Mall, DLF Phase 4",28.46838861,77.08342586,,1,"Cross Point Mall, DLF Phase 4, Gurgaon","American, Italian, Healthy Food, Juices, Cafe",8am – 11pm (Mon-Sun),1500,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Wine', 'Indoor Seating', 'Vegan Options', 'Beer', 'Air Conditioned', 'Gluten Free Options']",4.2,Very Good,847,980,0,1,-1
304430,Café Wanderlust,['Café'],https://www.zomato.com/ncr/café-wanderlust-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SF-53-54, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon,1,"DLF Galleria, DLF Phase 4",28.46686305,77.08167069,,1,"DLF Galleria, DLF Phase 4, Gurgaon","Cafe, Fast Food",8am – 11pm (Mon-Sun),600,2,Rs.,"['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Table booking recommended']",4,Very Good,1571,2159,0,1,-1
306946,Cafe Delhi Heights,['Casual Dining'],https://www.zomato.com/ncr/cafe-delhi-heights-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.49519751,77.08863605,,1,"Cyber Hub, DLF Cyber City, Gurgaon","Asian, Modern Indian, Continental, Cafe, North Indian, Street Food",11am – 12midnight (Mon-Sun),2000,4,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Wifi', 'All Day Breakfast', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Outdoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights']",4.2,Very Good,2599,2677,0,-1,-1
305661,Chaayos,['Café'],https://www.zomato.com/ncr/chaayos-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SG-006, Ground Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",Gurgaon,1,"DLF Galleria, DLF Phase 4",28.4675,77.0819,122009,1,"DLF Galleria, DLF Phase 4, Gurgaon","Cafe, Fast Food, Beverages",24 Hours,500,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",4,Very Good,1231,1134,0,1,-1
311500,Sandburg Shakes,['Café'],https://www.zomato.com/ncr/sandburg-shakes-sector-50-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-28, Baani Square, Sector 50, Gurgaon",Gurgaon,1,"Baani Square, Sector 50",28.42577937,77.05738496,,1,"Baani Square, Sector 50, Gurgaon","Cafe, Pizza, Burger",11 AM to 3 AM,750,2,Rs.,"['Cash', 'Debit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Outdoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",4.1,Very Good,935,744,0,1,-1
3344,Sakley's The Mountain Cafe,['Café'],https://www.zomato.com/ncr/sakleys-the-mountain-cafe-dlf-phase-4-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SF-93, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon,1,"DLF Galleria, DLF Phase 4",28.46755509,77.08173204,122009,1,"DLF Galleria, DLF Phase 4, Gurgaon","Cafe, Italian, Continental",11 AM to 11 PM,1200,3,Rs.,"['Cash', 'Debit Card', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating', 'Wifi']",4.2,Very Good,1402,695,0,-1,-1
7064,Cafe Delhi Heights,['Casual Dining'],https://www.zomato.com/ncr/cafe-delhi-heights-dlf-phase-3?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ambience Mall, R-301, 3rd Floor, DLF Phase 3, Gurgaon",Gurgaon,1,"Ambience Mall, DLF Phase 3",28.50440346,77.0971296,0,1,"Ambience Mall, DLF Phase 3, Gurgaon","Asian, Modern Indian, Continental, Cafe, North Indian, Street Food",10:30am – 12midnight (Mon-Sun),2000,4,Rs.,"['Dinner', 'Mall Parking', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Wifi', 'All Day Breakfast', 'Outdoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Wheelchair Accessible']",4,Very Good,1428,1189,0,-1,-1
18632129,Dhaba 29,['Dhaba'],https://www.zomato.com/ncr/dhaba-29-sector-29-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SCO 33, Sector 29, Gurgaon",Gurgaon,1,Sector 29,28.46830814,77.06273865,,1,"Sector 29, Gurgaon",North Indian,11 AM to 2 AM,1100,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Wifi', 'Air Conditioned', 'Smoking Area']",4.6,Excellent,457,136,0,1,-1
18528919,Ramesh Dhaba & Chinar Sweets,['Dhaba'],https://www.zomato.com/ncr/ramesh-dhaba-chinar-sweets-udyog-vihar-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 128, Phase 1, Udyog Vihar, Gurgaon",Gurgaon,1,Udyog Vihar,28.51134893,77.08040468,,1,"Udyog Vihar, Gurgaon","North Indian, Mithai",9 AM to 11 PM,200,1,Rs.,"['Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Debit Card', 'Breakfast', 'Dinner', 'Delivery', 'Pure Veg', 'Digital Payments Accepted', 'Indoor Seating']",3.2,Average,519,12,0,1,-1
18246999,Diju Da Dhaba,['Dhaba'],https://www.zomato.com/ncr/diju-da-dhaba-sector-23-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 9, First Floor Huda Market, Sector 23 Gurgaon",Gurgaon,1,Sector 23,28.510769,77.048972,,1,"Sector 23, Gurgaon","North Indian, Chinese, BBQ",11am – 1am (Mon-Sun),350,1,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating']",4.3,Very Good,266,111,0,1,-1
312266,Mukesh Dhaba,['Dhaba'],https://www.zomato.com/ncr/mukesh-dhaba-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Next to DLF Atria, DLF Cyber City, Gurgaon",Gurgaon,1,DLF Cyber City,28.49384766,77.08562393,,1,"DLF Cyber City, Gurgaon",North Indian,24 Hours (Mon-Sun),400,1,Rs.,"['Cash', 'Lunch', 'Dinner', 'No Alcohol Available', 'Takeaway Available', 'Outdoor Seating', 'Indoor Seating']",3.6,Good,250,76,0,-1,-1
